Household_ID,State,Primary_Crop,Season,Land_Area_Hectares,Num_Crop_Types,Crop_Diversification_Index,Irrigation_Access,Irrigation_Type,Soil_Quality_Index,Input_Cost_INR,Household_Size,Farming_Experience_Years,Annual_Farm_Income_INR
HH4259,Rajasthan,Groundnut,Kharif,0.1,5,0.796,1,Canal,2,3000,6,43,49579
HH4260,Rajasthan,Rice,Kharif,3.86,2,0.515,1,Tubewell,3,54947,5,33,222107
HH4261,Uttar Pradesh,Sugarcane,Kharif,0.85,2,0.435,1,Sprinkler,3,16634,3,22,132813
HH4262,West Bengal,Cotton,Zaid,0.68,3,0.679,0,None,1,11037,6,43,74224
HH4263,Karnataka,Soybean,Rabi,0.96,1,0.009,1,Drip,2,14384,6,11,73234
HH4264,Rajasthan,Sugarcane,Kharif,0.92,2,0.502,1,Canal,2,17889,5,37,122402
HH4265,Punjab,Sugarcane,Kharif,2.27,2,0.496,0,None,3,24695,8,29,190573
HH4266,Karnataka,Wheat,Kharif,0.36,2,0.423,0,None,2,10364,3,20,41750
HH4267,Punjab,Rice,Kharif,0.54,1,0.0,1,Tubewell,1,10983,6,22,46231
HH4268,Uttar Pradesh,Pulses,Kharif,1.81,1,0.054,1,Tubewell,2,42374,5,32,88841
HH4269,Bihar,Rice,Rabi,2.29,3,0.667,0,None,2,47767,3,8,77525
HH4270,Gujarat,Wheat,Rabi,2.33,3,0.658,0,None,2,49580,5,22,96833
HH4271,Punjab,Sugarcane,Zaid,0.69,3,0.668,1,Canal,1,10604,6,15,84801
HH4272,Gujarat,Wheat,Kharif,0.59,3,0.678,0,None,1,9412,3,35,36978
HH4273,Maharashtra,Maize,Rabi,0.88,1,0.02,1,Tubewell,1,10797,6,16,48106
HH4274,Karnataka,Sugarcane,Kharif,1.66,2,0.493,0,None,2,33032,3,44,135416
HH4275,Tamil Nadu,Wheat,Kharif,4.77,1,0.013,1,Canal,2,120243,5,29,184194
HH4276,Tamil Nadu,Rice,Kharif,0.24,4,0.8,0,None,3,7952,6,34,72441
HH4277,Rajasthan,Rice,Zaid,1.12,3,0.697,1,Tubewell,2,26660,3,20,82627
HH4278,Rajasthan,Sugarcane,Zaid,0.43,2,0.57,1,Drip,1,8022,5,13,54068
HH4279,Uttar Pradesh,Vegetables,Rabi,0.33,2,0.48,1,Canal,3,6340,5,13,115526
HH4280,Rajasthan,Rice,Kharif,3.07,5,0.85,1,Canal,3,59473,5,31,180004
HH4281,Maharashtra,Soybean,Rabi,2.14,3,0.643,0,None,2,40314,5,21,94145
HH4282,Haryana,Vegetables,Rabi,1.98,4,0.761,0,None,2,28114,4,30,138640
HH4283,Maharashtra,Wheat,Kharif,2.95,2,0.522,1,Canal,3,81713,4,25,188155
HH4284,Uttar Pradesh,Soybean,Kharif,0.9,2,0.485,1,Tank,1,12519,6,30,59681
HH4285,Andhra Pradesh,Soybean,Rabi,0.93,4,0.753,1,Drip,3,14258,3,10,93304
HH4286,Tamil Nadu,Groundnut,Rabi,8.65,3,0.694,0,None,3,176741,3,7,351243
HH4287,West Bengal,Pulses,Rabi,1.09,3,0.646,1,Canal,2,15165,3,34,92087
HH4288,Tamil Nadu,Cotton,Rabi,2.52,3,0.717,1,Tubewell,2,37916,3,4,169771
HH4289,Rajasthan,Wheat,Rabi,1.36,3,0.625,0,None,1,27653,2,22,63550
HH4290,Bihar,Maize,Rabi,0.28,3,0.725,1,Canal,3,9721,3,29,83949
HH4291,Andhra Pradesh,Rice,Rabi,0.24,2,0.53,0,None,3,3000,4,4,39178
HH4292,Uttar Pradesh,Wheat,Kharif,0.83,2,0.497,1,Tubewell,2,23745,4,1,61473
HH4293,Tamil Nadu,Pulses,Rabi,3.31,4,0.738,0,None,1,75414,3,23,89152
HH4294,West Bengal,Maize,Kharif,2.64,2,0.485,0,None,2,40131,3,23,115738
HH4295,Rajasthan,Cotton,Kharif,2.94,3,0.663,0,None,3,48095,5,6,182367
HH4296,Madhya Pradesh,Wheat,Kharif,0.58,3,0.666,1,Tubewell,3,6536,6,5,78639
HH4297,Maharashtra,Wheat,Rabi,5.33,6,0.871,1,Tank,1,132648,5,23,162181
HH4298,Maharashtra,Wheat,Kharif,0.59,2,0.559,0,None,2,6243,5,38,65107
HH4299,Karnataka,Vegetables,Zaid,1.62,2,0.506,1,Canal,1,25389,5,7,100342
HH4300,Tamil Nadu,Millets,Rabi,1.34,4,0.725,1,Tubewell,3,29567,5,5,98017
HH4301,Uttar Pradesh,Maize,Zaid,1.16,4,0.734,1,Drip,2,19302,7,33,88078
HH4302,Gujarat,Rice,Kharif,4.21,3,0.662,0,None,3,82457,5,26,215351
HH4303,Bihar,Groundnut,Rabi,0.74,2,0.469,0,None,1,13492,3,21,50589
HH4304,Tamil Nadu,Pulses,Zaid,0.43,2,0.465,1,Sprinkler,1,9130,5,34,49829
HH4305,Bihar,Pulses,Kharif,1.37,3,0.73,0,None,2,15750,5,26,71806
HH4306,Uttar Pradesh,Soybean,Kharif,0.96,4,0.759,1,Tubewell,3,16197,5,10,78625
HH4307,Karnataka,Sugarcane,Rabi,15.0,4,0.725,0,None,1,200000,5,2,567264
HH4308,Punjab,Soybean,Kharif,2.4,1,0.024,0,None,2,24288,5,20,93901
HH4309,Bihar,Rice,Kharif,0.95,2,0.465,0,None,2,19251,2,14,60834
HH4310,Bihar,Soybean,Zaid,0.55,2,0.467,1,Drip,3,8338,5,7,73836
HH4311,Madhya Pradesh,Groundnut,Rabi,0.27,6,0.809,0,None,2,4132,6,10,43283
HH4312,Gujarat,Groundnut,Kharif,0.56,3,0.717,0,None,1,8524,5,31,57333
HH4313,Uttar Pradesh,Maize,Kharif,1.49,2,0.492,1,Tubewell,2,31326,3,8,74262
HH4314,West Bengal,Groundnut,Kharif,4.54,1,0.0,1,Tubewell,3,78507,6,1,197494
HH4315,Gujarat,Soybean,Kharif,3.5,3,0.703,1,Tank,3,43071,7,29,185133
HH4316,Maharashtra,Rice,Kharif,1.64,1,0.0,1,Tank,2,22043,6,31,101445
HH4317,Haryana,Pulses,Kharif,1.03,4,0.695,0,None,3,16552,4,8,64254
HH4318,Uttar Pradesh,Soybean,Kharif,1.7,4,0.74,0,None,1,18757,5,16,62909
HH4319,Rajasthan,Groundnut,Zaid,0.87,2,0.516,1,Drip,2,21483,5,19,80790
HH4320,Andhra Pradesh,Cotton,Rabi,5.82,2,0.512,1,Tubewell,3,100473,6,26,377554
HH4321,Tamil Nadu,Pulses,Kharif,1.15,4,0.804,1,Sprinkler,1,17071,5,10,61551
HH4322,Gujarat,Sugarcane,Rabi,1.25,2,0.474,0,None,3,17018,4,18,120456
HH4323,Punjab,Soybean,Kharif,0.21,2,0.501,0,None,2,4962,6,2,31407
HH4324,Karnataka,Millets,Rabi,1.14,5,0.779,0,None,2,16659,6,37,58862
HH4325,Bihar,Pulses,Rabi,2.75,4,0.704,1,Canal,1,44934,4,29,97039
HH4326,Gujarat,Soybean,Zaid,0.54,4,0.777,0,None,2,5133,3,2,35816
HH4327,Uttar Pradesh,Rice,Kharif,0.71,1,0.014,0,None,2,5719,5,3,29169
HH4328,Gujarat,Millets,Kharif,2.65,1,0.009,0,None,2,49024,4,24,97396
HH4329,Uttar Pradesh,Millets,Kharif,0.38,1,0.013,0,None,1,8871,6,9,21032
HH4330,Bihar,Rice,Kharif,3.32,2,0.479,0,None,3,36706,4,43,181942
HH4331,Madhya Pradesh,Sugarcane,Rabi,0.86,4,0.72,0,None,1,17522,4,14,59202
HH4332,Uttar Pradesh,Maize,Rabi,0.97,2,0.501,1,Canal,3,18473,6,43,114346
HH4333,Karnataka,Rice,Zaid,0.52,3,0.702,0,None,2,13846,5,11,43768
HH4334,Punjab,Wheat,Kharif,1.86,2,0.548,1,Drip,2,55735,3,43,123796
HH4335,Rajasthan,Maize,Rabi,10.92,2,0.524,0,None,2,106052,5,24,359877
HH4336,Uttar Pradesh,Millets,Kharif,2.62,6,0.834,0,None,2,48568,6,14,92763
HH4337,Tamil Nadu,Rice,Zaid,0.65,2,0.508,1,Tubewell,3,13311,4,18,83553
HH4338,West Bengal,Pulses,Kharif,3.54,2,0.5,1,Tank,3,89149,8,36,175901
HH4339,Rajasthan,Pulses,Rabi,1.03,2,0.469,1,Tubewell,2,17098,4,13,71026
HH4340,Maharashtra,Vegetables,Kharif,4.34,1,0.001,1,Tubewell,2,88290,7,34,235794
HH4341,Karnataka,Cotton,Kharif,2.68,2,0.46,1,Drip,2,40010,4,19,170552
HH4342,Uttar Pradesh,Sugarcane,Rabi,0.11,2,0.496,0,None,3,3000,5,41,83883
HH4343,Bihar,Cotton,Rabi,0.57,3,0.716,1,Drip,3,14163,5,11,102587
HH4344,Bihar,Millets,Rabi,3.01,4,0.775,1,Tubewell,2,58393,8,26,119278
HH4345,Tamil Nadu,Maize,Kharif,1.54,3,0.639,0,None,2,26624,4,5,70336
HH4346,Rajasthan,Rice,Kharif,0.57,1,0.0,0,None,1,9259,4,21,24593
HH4347,Bihar,Wheat,Kharif,0.79,3,0.642,1,Canal,3,25409,6,9,113402
HH4348,Andhra Pradesh,Sugarcane,Rabi,0.27,1,0.0,0,None,3,3860,2,12,49563
HH4349,Bihar,Millets,Kharif,1.25,3,0.698,0,None,3,12630,7,1,88927
HH4350,Punjab,Maize,Zaid,8.84,3,0.687,1,Drip,2,160690,3,14,280259
HH4351,Bihar,Soybean,Rabi,2.68,1,0.075,1,Tubewell,2,46789,5,26,110658
HH4352,Tamil Nadu,Rice,Rabi,8.69,4,0.786,1,Canal,2,200000,6,7,290294
HH4353,Karnataka,Pulses,Rabi,2.86,5,0.806,0,None,2,46949,4,16,123362
HH4354,Gujarat,Maize,Rabi,3.23,4,0.77,1,Tubewell,2,73983,6,15,119172
HH4355,Andhra Pradesh,Pulses,Kharif,7.23,2,0.494,0,None,3,114072,5,4,283597
HH4356,Tamil Nadu,Sugarcane,Kharif,1.86,3,0.633,0,None,1,15643,4,30,114443
HH4357,Maharashtra,Soybean,Kharif,1.15,5,0.839,1,Canal,1,32166,4,23,68036
HH4358,Tamil Nadu,Sugarcane,Kharif,3.25,2,0.53,0,None,3,43133,3,22,243494
HH4359,Tamil Nadu,Rice,Kharif,4.64,4,0.743,0,None,3,105298,5,15,213604
HH4360,Maharashtra,Wheat,Rabi,0.9,1,0.008,1,Tank,2,19741,4,17,64829
HH4361,Uttar Pradesh,Rice,Kharif,0.73,1,0.037,1,Tubewell,3,9311,4,2,66771
HH4362,Tamil Nadu,Sugarcane,Rabi,1.52,4,0.775,1,Tank,3,36961,7,8,181669
HH4363,Bihar,Soybean,Rabi,2.74,4,0.706,1,Tubewell,2,75539,4,6,114370
HH4364,Andhra Pradesh,Wheat,Rabi,2.66,4,0.757,1,Tank,1,42063,6,39,112750
HH4365,Maharashtra,Sugarcane,Kharif,0.4,5,0.795,0,None,3,15048,8,28,101783
HH4366,Punjab,Sugarcane,Rabi,6.85,1,0.033,1,Canal,3,101290,6,5,437293
HH4367,Uttar Pradesh,Maize,Rabi,0.78,2,0.531,0,None,2,14513,2,21,49577
HH4368,Karnataka,Wheat,Kharif,1.08,5,0.84,0,None,1,31416,6,20,38620
HH4369,Maharashtra,Maize,Zaid,0.63,1,0.0,1,Canal,3,14359,4,43,76763
HH4370,Maharashtra,Cotton,Kharif,13.38,3,0.643,0,None,3,200000,4,34,600000
HH4371,Maharashtra,Wheat,Kharif,1.66,3,0.7,0,None,1,17909,8,7,70491
HH4372,Rajasthan,Maize,Kharif,0.65,1,0.0,0,None,1,6653,4,30,26854
HH4373,Uttar Pradesh,Rice,Kharif,2.81,2,0.454,0,None,3,44540,5,30,175895
HH4374,Rajasthan,Pulses,Rabi,2.6,3,0.683,1,Canal,1,56082,4,15,72064
HH4375,Andhra Pradesh,Pulses,Kharif,1.15,4,0.734,1,Tubewell,2,22165,4,27,73693
HH4376,Karnataka,Soybean,Rabi,2.76,3,0.721,1,Canal,2,82409,5,9,108940
HH4377,Rajasthan,Wheat,Rabi,0.67,3,0.676,1,Tubewell,1,10086,7,27,65761
HH4378,West Bengal,Soybean,Rabi,0.89,2,0.505,1,Tubewell,1,18786,4,2,45278
HH4379,Maharashtra,Maize,Kharif,0.24,2,0.489,1,Tubewell,2,6803,4,36,55405
HH4380,Andhra Pradesh,Cotton,Rabi,0.44,1,0.048,1,Tubewell,2,8803,2,27,58934
HH4381,Uttar Pradesh,Wheat,Kharif,6.27,2,0.511,1,Canal,3,122275,4,40,325738
HH4382,Uttar Pradesh,Rice,Rabi,5.45,1,0.0,1,Drip,2,90714,4,25,225778
HH4383,Tamil Nadu,Wheat,Zaid,1.43,2,0.476,1,Tubewell,2,37863,3,36,91165
HH4384,Tamil Nadu,Soybean,Kharif,5.55,2,0.498,1,Tank,2,99676,5,40,215426
HH4385,West Bengal,Pulses,Kharif,1.18,2,0.471,1,Tubewell,1,21504,3,7,65395
HH4386,Andhra Pradesh,Cotton,Rabi,1.1,1,0.031,0,None,1,21827,5,13,45137
HH4387,Gujarat,Rice,Kharif,1.42,3,0.613,1,Tank,3,25275,4,37,134754
HH4388,Uttar Pradesh,Rice,Kharif,1.21,3,0.663,1,Tubewell,1,33914,7,20,63214
HH4389,Uttar Pradesh,Cotton,Kharif,1.12,1,0.018,1,Tank,2,23373,4,22,104354
HH4390,Uttar Pradesh,Wheat,Kharif,3.57,5,0.81,1,Canal,3,99106,3,18,211470
HH4391,Maharashtra,Wheat,Kharif,1.53,1,0.0,0,None,2,25677,6,11,73578
HH4392,Andhra Pradesh,Wheat,Kharif,2.47,4,0.77,0,None,2,61596,4,6,104230
HH4393,Punjab,Soybean,Rabi,3.24,1,0.0,0,None,3,43768,6,4,143925
HH4394,Uttar Pradesh,Soybean,Rabi,1.88,4,0.749,1,Drip,3,55332,4,3,119741
HH4395,Gujarat,Pulses,Zaid,0.59,1,0.02,0,None,3,6311,5,6,47598
HH4396,West Bengal,Soybean,Rabi,0.43,4,0.764,1,Sprinkler,2,14952,5,15,58919
HH4397,Madhya Pradesh,Rice,Kharif,1.53,2,0.48,1,Canal,3,24912,5,3,125071
HH4398,Uttar Pradesh,Groundnut,Kharif,1.17,3,0.703,1,Tubewell,3,18163,4,17,120981
HH4399,Maharashtra,Wheat,Rabi,1.45,2,0.503,1,Sprinkler,2,20461,5,30,101808
HH4400,Uttar Pradesh,Maize,Zaid,1.33,1,0.022,1,Tubewell,2,20219,5,22,82814
HH4401,Uttar Pradesh,Rice,Rabi,12.13,4,0.796,1,Canal,1,185556,4,2,326418
HH4402,Andhra Pradesh,Rice,Kharif,0.44,1,0.034,1,Drip,2,5695,5,16,41028
HH4403,Madhya Pradesh,Sugarcane,Rabi,0.25,5,0.834,1,Canal,2,3000,6,22,92836
HH4404,Rajasthan,Rice,Rabi,1.79,1,0.006,0,None,2,25898,6,11,68527
HH4405,Gujarat,Wheat,Kharif,0.98,2,0.524,0,None,1,13654,5,36,45531
HH4406,Punjab,Wheat,Rabi,1.77,3,0.673,1,Sprinkler,2,28251,2,12,115424
HH4407,Gujarat,Groundnut,Kharif,2.22,2,0.464,1,Canal,2,43048,6,40,126117
HH4408,Maharashtra,Wheat,Kharif,4.02,2,0.509,1,Canal,2,73790,7,35,185329
HH4409,Rajasthan,Sugarcane,Kharif,0.37,4,0.758,0,None,2,13515,5,43,86828
HH4410,Andhra Pradesh,Vegetables,Kharif,0.84,4,0.768,0,None,3,22425,5,41,122509
HH4411,Uttar Pradesh,Wheat,Rabi,1.94,5,0.796,1,Canal,2,35438,5,15,107906
HH4412,Uttar Pradesh,Vegetables,Rabi,2.6,2,0.477,0,None,2,50983,5,44,157142
HH4413,Punjab,Vegetables,Kharif,8.71,3,0.687,0,None,2,114336,8,42,435965
HH4414,Punjab,Millets,Kharif,3.04,2,0.461,0,None,3,60605,3,21,122070
HH4415,Karnataka,Sugarcane,Kharif,1.29,2,0.544,1,Tubewell,2,21885,2,4,120169
HH4416,Karnataka,Cotton,Rabi,0.63,4,0.743,1,Tank,3,20089,8,7,127373
HH4417,Karnataka,Groundnut,Kharif,0.84,2,0.507,1,Canal,1,15510,5,29,47519
HH4418,Uttar Pradesh,Rice,Rabi,0.82,2,0.517,1,Canal,2,8408,5,41,94070
HH4419,Rajasthan,Rice,Zaid,2.36,2,0.518,1,Tubewell,1,46963,6,6,77327
HH4420,Maharashtra,Wheat,Rabi,1.68,3,0.625,1,Sprinkler,1,37917,6,39,90453
HH4421,Uttar Pradesh,Groundnut,Kharif,0.44,5,0.825,1,Tubewell,2,3000,5,17,68071
HH4422,Gujarat,Rice,Kharif,0.93,3,0.676,0,None,3,8188,5,36,97930
HH4423,Tamil Nadu,Soybean,Kharif,2.85,2,0.481,0,None,2,59166,5,2,111963
HH4424,Haryana,Wheat,Kharif,1.82,4,0.728,1,Tubewell,2,28700,6,17,105027
HH4425,Madhya Pradesh,Soybean,Rabi,2.19,3,0.657,0,None,3,35138,6,29,132037
HH4426,Rajasthan,Sugarcane,Kharif,1.87,1,0.0,1,Tubewell,1,30488,3,27,108637
HH4427,Maharashtra,Rice,Kharif,5.38,1,0.052,1,Canal,2,114364,4,7,193861
HH4428,Uttar Pradesh,Wheat,Rabi,1.65,1,0.045,1,Tubewell,2,22715,4,11,91892
HH4429,Maharashtra,Wheat,Rabi,0.97,2,0.514,1,Tubewell,2,28885,5,26,109717
HH4430,Bihar,Rice,Kharif,0.62,4,0.743,0,None,2,12647,4,39,73583
HH4431,Punjab,Sugarcane,Rabi,1.67,2,0.494,0,None,1,18685,4,32,102922
HH4432,Andhra Pradesh,Millets,Rabi,0.17,2,0.523,1,Sprinkler,2,3000,2,23,51227
HH4433,Karnataka,Soybean,Rabi,1.15,5,0.853,0,None,3,25105,6,40,105784
HH4434,Gujarat,Vegetables,Rabi,1.13,4,0.733,0,None,3,12134,4,7,123375
HH4435,Uttar Pradesh,Millets,Kharif,0.42,3,0.633,1,Tank,2,6241,4,1,50510
HH4436,Madhya Pradesh,Maize,Rabi,0.61,2,0.546,1,Drip,2,12880,5,25,55704
HH4437,Rajasthan,Wheat,Rabi,2.69,1,0.0,1,Tubewell,1,51357,3,31,100994
HH4438,Bihar,Pulses,Rabi,1.64,1,0.0,1,Tubewell,2,29436,4,6,76232
HH4439,Gujarat,Soybean,Kharif,1.47,1,0.0,0,None,3,28930,6,28,84446
HH4440,Madhya Pradesh,Millets,Kharif,1.75,2,0.453,1,Canal,2,42591,6,31,85420
HH4441,West Bengal,Soybean,Kharif,1.46,3,0.7,0,None,3,22890,6,36,114527
HH4442,West Bengal,Vegetables,Rabi,3.88,1,0.026,1,Drip,2,68322,5,16,215551
HH4443,Maharashtra,Pulses,Rabi,1.5,1,0.0,0,None,2,31435,4,15,53201
HH4444,Rajasthan,Groundnut,Kharif,0.39,1,0.038,1,Tubewell,1,4103,6,22,40956
HH4445,Rajasthan,Maize,Kharif,5.4,3,0.71,1,Tank,3,110079,4,18,262154
HH4446,Gujarat,Sugarcane,Kharif,1.85,3,0.664,1,Canal,3,30509,6,8,204070
HH4447,Maharashtra,Vegetables,Rabi,0.82,3,0.653,1,Drip,2,12237,7,10,95073
HH4448,Bihar,Vegetables,Zaid,0.47,2,0.568,0,None,1,10837,4,37,50442
HH4449,Rajasthan,Cotton,Rabi,1.89,2,0.522,0,None,3,36045,4,39,164489
HH4450,Haryana,Sugarcane,Rabi,1.22,1,0.008,1,Drip,2,19244,5,6,103060
HH4451,Karnataka,Soybean,Kharif,5.14,2,0.541,1,Canal,2,133399,4,43,180170
HH4452,Tamil Nadu,Rice,Zaid,1.01,4,0.759,1,Drip,1,20299,6,10,62407
HH4453,West Bengal,Wheat,Rabi,0.66,6,0.818,0,None,1,8884,4,39,60609
HH4454,Bihar,Wheat,Kharif,2.89,3,0.669,1,Tank,1,52931,4,7,123770
HH4455,West Bengal,Pulses,Rabi,2.96,5,0.831,0,None,2,49318,7,42,142720
HH4456,Uttar Pradesh,Wheat,Kharif,1.56,3,0.607,1,Tank,2,31509,4,35,95815
HH4457,Haryana,Maize,Rabi,2.4,1,0.0,0,None,2,31436,7,28,99435
HH4458,Uttar Pradesh,Vegetables,Zaid,1.31,6,0.874,1,Drip,2,28102,4,25,131731
HH4459,Karnataka,Wheat,Kharif,1.65,1,0.0,0,None,2,19362,7,28,88329
HH4460,Andhra Pradesh,Rice,Rabi,3.63,3,0.713,1,Canal,3,108214,4,9,174406
HH4461,Rajasthan,Millets,Rabi,2.3,2,0.542,0,None,3,47248,4,5,92902
HH4462,Andhra Pradesh,Groundnut,Zaid,1.17,2,0.498,0,None,2,17998,5,16,64696
HH4463,Gujarat,Rice,Kharif,4.26,3,0.65,1,Sprinkler,1,118513,4,29,130114
HH4464,Uttar Pradesh,Vegetables,Rabi,0.18,2,0.491,0,None,2,3000,4,43,59921
HH4465,Punjab,Vegetables,Kharif,7.72,2,0.58,1,Tubewell,1,180638,4,23,285719
HH4466,Rajasthan,Vegetables,Kharif,0.32,2,0.556,0,None,3,5105,6,18,63742
HH4467,Uttar Pradesh,Wheat,Kharif,0.79,2,0.504,1,Tubewell,1,24545,6,26,51297
HH4468,Maharashtra,Sugarcane,Kharif,1.3,5,0.782,0,None,2,28233,6,5,105838
HH4469,Gujarat,Soybean,Zaid,1.19,4,0.754,0,None,1,20260,6,8,60134
HH4470,West Bengal,Cotton,Kharif,3.18,2,0.507,1,Canal,2,60340,2,40,185887
HH4471,West Bengal,Rice,Kharif,0.55,1,0.0,0,None,1,9816,5,19,15902
HH4472,Gujarat,Rice,Kharif,1.68,4,0.752,0,None,3,40454,3,37,113248
HH4473,Maharashtra,Maize,Kharif,0.83,1,0.04,1,Canal,3,26347,3,28,77622
HH4474,Rajasthan,Cotton,Kharif,1.73,2,0.446,1,Canal,2,45550,6,4,115020
HH4475,Punjab,Rice,Zaid,1.28,2,0.525,0,None,2,18004,6,20,70066
HH4476,Karnataka,Groundnut,Rabi,1.46,4,0.791,1,Drip,2,30295,6,22,88295
HH4477,Karnataka,Cotton,Rabi,0.85,1,0.0,1,Canal,2,15513,7,12,58856
HH4478,Rajasthan,Wheat,Rabi,0.87,1,0.051,0,None,1,12576,5,1,24510
HH4479,Tamil Nadu,Groundnut,Rabi,1.72,2,0.479,1,Canal,3,34594,8,8,126972
HH4480,Tamil Nadu,Sugarcane,Zaid,3.01,2,0.513,1,Tubewell,1,74841,5,41,157474
HH4481,Maharashtra,Soybean,Zaid,0.81,3,0.658,0,None,1,12204,7,27,58279
HH4482,Karnataka,Rice,Kharif,0.65,2,0.491,0,None,2,13117,3,21,38698
HH4483,Andhra Pradesh,Rice,Zaid,2.27,2,0.481,0,None,1,26806,3,33,84525
HH4484,Tamil Nadu,Maize,Rabi,1.31,1,0.021,1,Tubewell,2,31395,5,38,88173
HH4485,Maharashtra,Millets,Kharif,2.73,1,0.025,0,None,1,31768,3,33,67435
HH4486,Bihar,Wheat,Rabi,0.63,4,0.748,1,Canal,3,24233,3,37,96973
HH4487,Uttar Pradesh,Soybean,Kharif,0.3,4,0.709,1,Canal,2,5400,4,5,34428
HH4488,Rajasthan,Rice,Kharif,0.86,2,0.512,0,None,2,13089,6,15,54060
HH4489,Bihar,Wheat,Rabi,0.7,1,0.013,1,Canal,1,8900,7,30,46306
HH4490,Tamil Nadu,Rice,Kharif,1.26,1,0.0,1,Drip,1,20590,4,3,45374
HH4491,Madhya Pradesh,Pulses,Kharif,0.79,3,0.723,0,None,2,18146,8,28,58716
HH4492,Haryana,Wheat,Zaid,2.53,3,0.62,1,Canal,2,57258,6,30,150076
HH4493,Tamil Nadu,Wheat,Kharif,1.06,2,0.433,1,Tubewell,2,28224,4,36,77079
HH4494,Bihar,Groundnut,Kharif,1.53,3,0.645,0,None,2,27819,5,3,66105
HH4495,Haryana,Wheat,Zaid,1.54,3,0.688,0,None,1,33455,8,44,69956
HH4496,Tamil Nadu,Wheat,Zaid,1.59,5,0.768,0,None,3,39146,6,31,125078
HH4497,Karnataka,Rice,Kharif,1.32,1,0.0,0,None,3,19968,4,14,73102
HH4498,Uttar Pradesh,Millets,Kharif,2.08,1,0.029,0,None,2,26441,4,6,69702
HH4499,Madhya Pradesh,Wheat,Zaid,0.69,1,0.014,1,Canal,3,13396,6,19,69057
HH4500,Karnataka,Millets,Kharif,4.43,4,0.761,1,Canal,3,70414,5,5,192998
HH4501,Tamil Nadu,Rice,Rabi,1.1,4,0.773,0,None,1,16802,3,26,56214
HH4502,Andhra Pradesh,Rice,Kharif,0.44,3,0.654,0,None,1,3980,4,44,57749
HH4503,Madhya Pradesh,Pulses,Rabi,1.58,1,0.0,0,None,2,21872,5,18,69200
HH4504,Uttar Pradesh,Maize,Kharif,0.65,2,0.524,0,None,2,13372,3,37,56216
HH4505,Andhra Pradesh,Cotton,Rabi,2.38,2,0.46,0,None,2,33301,5,36,134037
HH4506,Madhya Pradesh,Sugarcane,Kharif,8.83,3,0.603,0,None,2,110912,6,31,439425
HH4507,Haryana,Wheat,Kharif,0.69,2,0.487,1,Tubewell,2,18442,4,18,64220
HH4508,Uttar Pradesh,Soybean,Kharif,1.79,1,0.028,0,None,2,32947,4,9,81262
HH4509,Tamil Nadu,Maize,Kharif,0.3,3,0.675,1,Canal,1,5558,7,26,33114
HH4510,Gujarat,Rice,Rabi,1.99,2,0.526,0,None,3,22733,6,2,107832
HH4511,Maharashtra,Pulses,Zaid,0.64,2,0.44,0,None,3,4189,6,32,69114
HH4512,Karnataka,Sugarcane,Rabi,0.79,1,0.009,1,Canal,3,9858,5,42,141339
HH4513,Uttar Pradesh,Wheat,Rabi,0.53,4,0.77,0,None,1,5771,4,6,28232
HH4514,Tamil Nadu,Wheat,Kharif,2.52,3,0.626,1,Tubewell,1,45896,5,20,106989
HH4515,Andhra Pradesh,Vegetables,Kharif,3.18,5,0.826,0,None,2,79162,6,8,165251
HH4516,Rajasthan,Cotton,Kharif,1.38,2,0.497,1,Tubewell,3,44077,2,4,121324
HH4517,Andhra Pradesh,Maize,Rabi,0.65,5,0.892,1,Drip,3,18807,3,25,93375
HH4518,West Bengal,Millets,Kharif,5.21,4,0.685,0,None,2,112009,5,31,150084
HH4519,Maharashtra,Soybean,Zaid,0.71,3,0.708,0,None,1,11950,5,19,30290
HH4520,Uttar Pradesh,Soybean,Rabi,0.21,5,0.788,1,Canal,3,7748,8,7,81244
HH4521,West Bengal,Wheat,Zaid,1.99,2,0.451,0,None,3,44916,3,37,139787
HH4522,Tamil Nadu,Soybean,Kharif,0.53,2,0.484,1,Sprinkler,3,13411,4,30,79733
HH4523,West Bengal,Cotton,Rabi,3.13,1,0.008,0,None,2,26775,6,27,165231
HH4524,Tamil Nadu,Pulses,Kharif,0.98,3,0.698,0,None,2,13779,5,17,47393
HH4525,Bihar,Rice,Rabi,2.26,3,0.719,0,None,2,37625,5,32,109341
HH4526,Karnataka,Wheat,Zaid,4.44,4,0.793,1,Sprinkler,3,90664,6,19,255323
HH4527,Bihar,Rice,Kharif,0.48,1,0.0,0,None,2,11098,2,25,39938
HH4528,Gujarat,Cotton,Kharif,0.83,2,0.534,0,None,2,10701,7,29,80084
HH4529,Tamil Nadu,Rice,Kharif,1.27,1,0.012,1,Drip,2,30282,4,25,84371
HH4530,Maharashtra,Vegetables,Zaid,4.99,3,0.647,0,None,3,51213,3,32,340912
HH4531,Madhya Pradesh,Pulses,Kharif,0.77,1,0.0,0,None,2,17514,4,37,42860
HH4532,Maharashtra,Soybean,Rabi,0.81,5,0.779,0,None,2,15165,6,11,56577
HH4533,Madhya Pradesh,Rice,Kharif,2.03,2,0.501,1,Tubewell,3,52804,4,4,131141
HH4534,Madhya Pradesh,Cotton,Rabi,0.83,2,0.478,1,Sprinkler,2,18906,2,31,103103
HH4535,Andhra Pradesh,Millets,Kharif,1.54,4,0.719,0,None,1,36470,3,36,40917
